ID_Viaje,Hora_inicio,Hora_fin,N_pasajeros,Distancia_KM,Forma_de_pago,Tarfia_base,Extra,Tax,Propina,Coste_Peaje,Recargo_adicional,Importe_total,Zona_origen,Zona_destino
1513,01/01/2025 0:45,01/01/2025 1:05,1,7.6,1,33.1,1.0,0.5,7.76,3.18,1,46.54,Manhattan Valley,Spuyten Duyvil/Kingsbridge
1514,01/01/2025 0:41,01/01/2025 0:51,3,1.5,1,11.4,3.5,0.5,2.0,0.0,1,18.4,Little Italy/NoLiTa,Lower East Side
1515,01/01/2025 0:52,01/01/2025 1:02,1,1.3,2,10.7,3.5,0.5,0.0,0.0,1,15.7,Two Bridges/Seward Park,Greenwich Village South
1516,01/01/2025 0:23,01/01/2025 0:35,1,1.39,1,12.1,1.0,0.5,5.13,0.0,1,22.23,Midtown Center,Lenox Hill West
1517,01/01/2025 0:39,01/01/2025 0:58,1,2.03,1,17.0,1.0,0.5,2.2,0.0,1,24.2,Lenox Hill West,Gramercy
1518,01/01/2025 0:10,01/01/2025 0:11,1,0.01,4,-3.0,-1.0,-0.5,0.0,0.0,-1,-8.0,Penn Station/Madison Sq West,Penn Station/Madison Sq West
1519,01/01/2025 0:10,01/01/2025 0:11,1,0.01,4,3.0,1.0,0.5,0.0,0.0,1,8.0,Penn Station/Madison Sq West,Penn Station/Madison Sq West
1520,01/01/2025 0:35,01/01/2025 0:49,2,0.8,1,13.5,1.0,0.5,4.62,0.0,1,23.12,East Chelsea,West Chelsea/Hudson Yards
1521,01/01/2025 0:59,01/01/2025 1:11,2,2.04,1,12.8,1.0,0.5,1.0,0.0,1,18.8,Clinton West,Upper West Side South
1522,01/01/2025 0:50,01/01/2025 1:11,1,6.0,2,25.4,3.5,0.5,0.0,0.0,1,30.4,Financial District North,Lenox Hill West
1523,01/01/2025 0:56,01/01/2025 1:07,1,1.09,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Union Sq,East Village
1524,01/01/2025 0:11,01/01/2025 0:24,2,0.5,2,12.1,3.5,0.5,0.0,0.0,1,17.1,Midtown Center,Midtown South
1525,01/01/2025 0:25,01/01/2025 0:52,1,3.2,1,24.7,3.5,0.5,0.0,0.0,1,29.7,Midtown South,Lincoln Square West
1526,01/01/2025 0:14,01/01/2025 0:21,4,1.34,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Midtown Center,Upper East Side North
1527,01/01/2025 0:23,01/01/2025 0:27,2,0.9,1,5.8,1.0,0.5,1.62,0.0,1,12.42,Upper East Side North,Lenox Hill West
1528,01/01/2025 0:38,01/01/2025 0:56,2,1.87,1,17.0,1.0,0.5,4.4,0.0,1,26.4,Midtown Center,Greenwich Village North
1529,01/01/2025 0:59,01/01/2025 1:14,1,1.92,1,14.2,1.0,0.5,2.0,0.0,1,21.2,West Village,Lower East Side
1530,01/01/2025 0:35,01/01/2025 1:33,4,16.7,2,70.0,0.0,0.5,0.0,6.94,1,80.94,JFK Airport,East Chelsea
1531,01/01/2025 0:59,01/01/2025 1:07,1,1.09,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Union Sq,Greenwich Village North
1532,01/01/2025 0:11,01/01/2025 0:24,3,1.97,2,14.2,1.0,0.5,0.0,0.0,1,19.2,Upper West Side South,Lenox Hill East
1533,01/01/2025 0:42,01/01/2025 0:58,1,2.91,1,17.7,1.0,0.5,0.0,0.0,1,22.7,Upper West Side South,Central Harlem North
1534,01/01/2025 0:04,01/01/2025 0:27,1,3.53,1,21.9,1.0,0.5,10.0,0.0,1,36.9,Meatpacking/West Village West,Midtown East
1535,01/01/2025 0:34,01/01/2025 0:42,1,1.19,1,9.3,1.0,0.5,3.58,0.0,1,17.88,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North
1536,01/01/2025 0:55,01/01/2025 1:02,1,2.0,1,11.4,1.0,0.5,0.6,0.0,1,17.0,Upper East Side South,East Harlem South
1537,01/01/2025 0:28,01/01/2025 1:04,1,2.8,1,28.2,3.5,0.5,6.65,0.0,1,39.85,Union Sq,Clinton East
1538,01/01/2025 0:56,01/01/2025 1:30,1,15.78,1,70.0,0.0,0.5,3.0,0.0,1,77.0,JFK Airport,Lenox Hill East
1539,01/01/2025 0:23,01/01/2025 0:35,2,2.32,1,13.5,1.0,0.5,1.85,0.0,1,20.35,Greenwich Village North,World Trade Center
1540,01/01/2025 0:51,01/01/2025 0:56,1,1.21,1,8.6,1.0,0.5,2.72,0.0,1,16.32,West Village,Midtown South
1541,01/01/2025 0:57,01/01/2025 1:09,4,1.22,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Midtown South,Midtown East
1542,01/01/2025 0:16,01/01/2025 0:24,1,0.97,1,9.3,1.0,0.5,2.86,0.0,1,17.16,East Village,East Village
1543,01/01/2025 0:31,01/01/2025 0:55,1,3.11,2,22.6,1.0,0.5,0.0,0.0,1,27.6,Greenwich Village South,Midtown North
1544,01/01/2025 0:20,01/01/2025 0:32,2,2.4,1,14.2,1.0,0.5,3.84,0.0,1,23.04,East Village,Midtown East
1545,01/01/2025 0:44,01/01/2025 0:50,2,1.24,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Midtown Center,Upper East Side South
1546,01/01/2025 0:59,01/01/2025 1:02,2,1.1,1,6.5,1.0,0.5,1.73,0.0,1,13.23,Upper East Side South,Upper East Side North
1547,01/01/2025 0:06,01/01/2025 0:15,1,1.57,1,10.7,1.0,0.5,5.18,0.0,1,20.88,Greenwich Village North,East Chelsea
1548,01/01/2025 0:57,01/01/2025 1:06,1,1.5,1,9.3,3.5,0.5,4.25,0.0,1,18.55,Penn Station/Madison Sq West,Greenwich Village North
1549,01/01/2025 0:11,01/01/2025 0:19,1,1.5,1,10.7,1.0,0.5,1.75,0.0,1,17.45,Upper West Side North,Upper East Side North
1550,01/01/2025 0:22,01/01/2025 0:27,1,1.23,1,7.9,1.0,0.5,2.0,0.0,1,14.9,Upper East Side North,Lenox Hill West
1551,01/01/2025 0:32,01/01/2025 0:35,1,0.45,1,5.1,1.0,0.5,0.0,0.0,1,10.1,Midtown East,Midtown East
1552,01/01/2025 0:02,01/01/2025 0:14,1,2.2,1,12.1,3.5,0.5,4.3,0.0,1,21.4,Greenwich Village North,UN/Turtle Bay South
1553,01/01/2025 0:49,01/01/2025 1:22,1,2.3,1,26.1,3.5,0.5,0.0,0.0,1,31.1,Union Sq,Clinton West
1554,01/01/2025 0:32,01/01/2025 0:41,3,0.98,1,9.3,1.0,0.5,0.0,0.0,1,14.3,Penn Station/Madison Sq West,Gramercy
1555,01/01/2025 0:10,01/01/2025 0:25,2,1.87,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Midtown North,Yorkville West
1556,01/01/2025 0:29,01/01/2025 0:33,2,0.94,1,6.5,1.0,0.5,2.3,0.0,1,13.8,Lenox Hill West,Yorkville West
1557,01/01/2025 0:50,01/01/2025 1:23,3,7.16,2,36.6,1.0,0.5,0.0,0.0,1,41.6,Upper East Side South,World Trade Center
1558,01/01/2025 0:20,01/01/2025 0:48,1,19.3,2,70.0,0.0,0.5,0.0,6.94,1,80.19,JFK Airport,East Harlem South
1559,01/01/2025 0:08,01/01/2025 0:22,1,1.1,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Meatpacking/West Village West,East Village
1560,01/01/2025 0:23,01/01/2025 0:34,1,1.32,1,11.4,1.0,0.5,4.1,0.0,1,20.5,East Village,Lower East Side
1561,01/01/2025 0:36,01/01/2025 0:50,1,2.17,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Lower East Side,Kips Bay
1562,01/01/2025 0:11,01/01/2025 0:25,3,2.71,1,15.6,1.0,0.5,10.0,0.0,1,30.6,Flatiron,Sutton Place/Turtle Bay North
1563,01/01/2025 0:26,01/01/2025 0:53,2,3.97,4,-25.4,-1.0,-0.5,0.0,0.0,-1,-30.4,Sutton Place/Turtle Bay North,Chinatown
1564,01/01/2025 0:26,01/01/2025 0:53,2,3.97,4,25.4,1.0,0.5,0.0,0.0,1,30.4,Sutton Place/Turtle Bay North,Chinatown
1565,01/01/2025 0:57,01/01/2025 1:04,2,1.59,1,10.0,1.0,0.5,1.0,0.0,1,16.0,Chinatown,Greenwich Village North
1566,01/01/2025 0:22,01/01/2025 0:33,2,1.41,1,11.4,1.0,0.5,2.0,0.0,1,18.4,Union Sq,Greenwich Village South
1567,01/01/2025 0:37,01/01/2025 0:44,4,1.47,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Greenwich Village South,Union Sq
1568,01/01/2025 0:46,01/01/2025 0:55,1,1.09,2,10.0,1.0,0.5,0.0,0.0,1,15.0,Union Sq,West Village
1569,01/01/2025 0:11,01/01/2025 0:22,1,2.87,1,14.2,1.0,0.5,2.8,0.0,1,22.0,Sutton Place/Turtle Bay North,Central Park
1570,01/01/2025 0:36,01/01/2025 0:53,1,2.52,1,17.7,1.0,0.5,4.54,0.0,1,27.24,Upper East Side North,Murray Hill
1571,01/01/2025 0:51,01/01/2025 1:14,1,8.92,2,37.3,1.0,0.5,0.0,6.94,1,49.24,Upper East Side South,East Elmhurst
1572,01/01/2025 0:21,01/01/2025 0:37,1,2.14,1,14.9,1.0,0.5,4.97,0.0,1,24.87,Union Sq,Upper East Side South
1573,01/01/2025 0:38,01/01/2025 1:03,1,5.41,2,27.5,1.0,0.5,0.0,0.0,1,32.5,Upper East Side South,Jackson Heights
1574,01/01/2025 0:09,01/01/2025 0:16,1,1.01,4,-8.6,-1.0,-0.5,0.0,0.0,-1,-13.6,Kips Bay,Gramercy
1575,01/01/2025 0:09,01/01/2025 0:16,1,1.01,4,8.6,1.0,0.5,0.0,0.0,1,13.6,Kips Bay,Gramercy
1576,01/01/2025 0:17,01/01/2025 0:37,1,3.57,1,20.5,1.0,0.5,5.1,0.0,1,30.6,Gramercy,Upper East Side North
1577,01/01/2025 0:45,01/01/2025 0:55,1,1.24,1,10.7,1.0,0.5,3.92,0.0,1,19.62,Midtown Center,Murray Hill
1578,01/01/2025 0:16,01/01/2025 0:16,1,0.0,2,3.0,1.0,0.5,0.0,0.0,1,5.5,Sunnyside,Sunnyside
1579,01/01/2025 0:32,01/01/2025 0:40,1,1.0,2,8.6,1.0,0.5,0.0,0.0,1,13.6,East Chelsea,Union Sq
1580,01/01/2025 0:49,01/01/2025 0:55,1,0.88,2,7.2,1.0,0.5,0.0,0.0,1,12.2,Union Sq,West Village
1581,01/01/2025 0:57,01/01/2025 1:04,1,1.19,1,8.6,1.0,0.5,2.72,0.0,1,16.32,West Village,Penn Station/Madison Sq West
1582,01/01/2025 0:25,01/01/2025 0:40,2,1.13,2,14.2,1.0,0.5,0.0,0.0,1,19.2,Midtown Center,Union Sq
1583,01/01/2025 0:41,01/01/2025 0:57,4,1.65,2,14.9,1.0,0.5,0.0,0.0,1,19.9,Union Sq,UN/Turtle Bay South
1584,01/01/2025 0:55,01/01/2025 1:03,1,0.9,1,8.6,3.5,0.5,1.0,0.0,1,14.6,West Chelsea/Hudson Yards,Flatiron
1585,01/01/2025 0:26,01/01/2025 0:31,2,1.25,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Lenox Hill West,Yorkville West
1586,01/01/2025 0:03,01/01/2025 0:28,2,2.78,1,22.6,1.0,0.5,5.52,0.0,1,33.12,Upper West Side South,Murray Hill
1587,01/01/2025 0:43,01/01/2025 1:09,2,1.47,2,21.2,1.0,0.5,0.0,0.0,1,26.2,Midtown East,Flatiron
1588,01/01/2025 0:07,01/01/2025 0:31,1,6.33,1,30.3,1.0,0.5,7.06,0.0,1,42.36,Midtown Center,Williamsburg (South Side)
1589,01/01/2025 0:03,01/01/2025 0:24,1,5.75,1,27.5,1.0,0.5,8.12,0.0,1,40.62,West Village,Upper West Side North
1590,01/01/2025 0:33,01/01/2025 0:38,1,0.6,1,5.8,1.0,0.5,0.97,0.0,1,11.77,East Village,East Village
1591,01/01/2025 0:45,01/01/2025 1:05,1,3.92,2,21.9,1.0,0.5,0.0,0.0,1,26.9,Upper East Side South,Stuy Town/Peter Cooper Village
1592,01/01/2025 0:21,01/01/2025 0:26,1,0.53,1,5.8,1.0,0.5,2.16,0.0,1,12.96,Upper East Side South,Midtown North
1593,01/01/2025 0:28,01/01/2025 0:35,1,1.1,1,8.6,1.0,0.5,2.4,0.0,1,16.0,Central Park,Lincoln Square East
1594,01/01/2025 0:42,01/01/2025 0:54,1,0.9,2,11.4,1.0,0.5,0.0,0.0,1,16.4,Lincoln Square East,Clinton East
1595,01/01/2025 0:27,01/01/2025 0:42,4,1.73,1,14.9,1.0,0.5,1.19,0.0,1,21.09,Union Sq,Meatpacking/West Village West
1596,01/01/2025 0:43,01/01/2025 1:38,3,5.12,1,47.1,1.0,0.5,6.0,0.0,1,58.1,Meatpacking/West Village West,Upper West Side South
1597,01/01/2025 0:44,01/01/2025 1:08,1,1.43,1,20.5,1.0,0.5,5.1,0.0,1,30.6,Penn Station/Madison Sq West,Midtown East
1598,01/01/2025 0:49,01/01/2025 1:21,1,2.0,1,25.4,3.5,0.5,6.1,0.0,1,36.5,Union Sq,Clinton West
1599,01/01/2025 0:16,01/01/2025 0:22,1,0.77,1,7.9,1.0,0.5,2.58,0.0,1,15.48,East Chelsea,Union Sq
1600,01/01/2025 0:25,01/01/2025 0:32,1,1.52,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Union Sq,Little Italy/NoLiTa
1601,01/01/2025 0:27,01/01/2025 0:41,4,2.38,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Midtown South,Lenox Hill West
1602,01/01/2025 0:42,01/01/2025 0:46,1,1.02,1,6.5,1.0,0.5,1.5,0.0,1,13.0,Lenox Hill West,Yorkville West
1603,01/01/2025 0:48,01/01/2025 0:58,2,1.64,1,11.4,1.0,0.5,2.0,0.0,1,18.4,Yorkville West,Central Park
1604,01/01/2025 0:51,01/01/2025 1:00,2,2.28,1,12.8,1.0,0.5,3.56,0.0,1,21.36,Midtown East,Long Island City/Hunters Point
1605,01/01/2025 0:14,01/01/2025 0:33,1,0.57,2,16.3,1.0,0.5,0.0,0.0,1,21.3,Lower East Side,Greenwich Village South
1606,01/01/2025 0:46,01/01/2025 0:53,2,1.29,1,8.6,1.0,0.5,2.72,0.0,1,16.32,East Village,Murray Hill
1607,01/01/2025 0:42,01/01/2025 1:03,1,2.13,1,18.4,1.0,0.5,4.68,0.0,1,28.08,Lenox Hill West,Gramercy
1608,01/01/2025 0:52,01/01/2025 1:17,1,5.84,1,31.7,1.0,0.5,2.94,0.0,1,39.64,Little Italy/NoLiTa,Sunnyside
1609,01/01/2025 0:16,01/01/2025 0:40,1,0.71,2,19.8,1.0,0.5,0.0,0.0,1,24.8,Penn Station/Madison Sq West,Murray Hill
1610,01/01/2025 0:54,01/01/2025 0:56,1,0.1,1,3.7,1.0,0.5,1.74,0.0,1,10.44,Lenox Hill East,Lenox Hill West
1611,01/01/2025 0:04,01/01/2025 0:28,1,13.54,1,52.0,1.0,0.5,0.0,0.0,1,56.25,JFK Airport,Flatlands
1612,01/01/2025 0:17,01/01/2025 0:29,2,1.5,1,12.1,3.5,0.5,3.4,0.0,1,20.5,Upper West Side North,Upper West Side North
1613,01/01/2025 0:32,01/01/2025 0:38,2,0.9,1,7.9,1.0,0.5,3.0,0.0,1,13.4,Upper West Side North,Morningside Heights
1614,01/01/2025 0:50,01/01/2025 0:59,1,1.4,1,10.0,3.5,0.5,2.0,0.0,1,17.0,Upper West Side South,Manhattan Valley
1615,01/01/2025 0:11,01/01/2025 0:21,1,1.51,1,10.7,1.0,0.5,3.14,0.0,1,18.84,West Chelsea/Hudson Yards,West Village
1616,01/01/2025 0:32,01/01/2025 1:03,1,3.19,1,28.2,1.0,0.5,1.8,0.0,1,35.0,East Chelsea,Upper West Side South
1617,01/01/2025 0:25,01/01/2025 0:53,1,4.54,1,27.5,1.0,0.5,6.5,0.0,1,39.0,East Chelsea,Yorkville East
1618,01/01/2025 0:55,01/01/2025 1:10,1,3.04,1,17.0,1.0,0.5,5.5,0.0,1,27.5,Yorkville East,Clinton East
1619,01/01/2025 0:28,01/01/2025 0:35,1,1.0,1,7.2,3.5,0.5,3.05,0.0,1,15.25,Flatiron,West Village
1620,01/01/2025 0:39,01/01/2025 0:47,1,0.7,1,7.9,3.5,0.5,2.6,0.0,1,15.5,East Chelsea,Meatpacking/West Village West
1621,01/01/2025 0:36,01/01/2025 0:50,1,2.39,1,15.6,1.0,0.5,6.18,0.0,1,26.78,East Chelsea,World Trade Center
1622,01/01/2025 0:30,01/01/2025 0:40,2,1.31,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Clinton East,Lincoln Square West
1623,01/01/2025 0:41,01/01/2025 0:45,2,0.62,1,5.8,1.0,0.5,1.5,0.0,1,12.3,Lincoln Square West,Upper West Side South
1624,01/01/2025 0:50,01/01/2025 1:02,2,2.17,1,13.5,1.0,0.5,3.7,0.0,1,22.2,Upper West Side South,Yorkville West
1625,01/01/2025 0:17,01/01/2025 0:31,1,6.4,1,26.8,1.0,0.5,6.36,0.0,1,38.16,Battery Park City,UN/Turtle Bay South
1626,01/01/2025 0:34,01/01/2025 0:39,1,1.38,1,8.6,1.0,0.5,2.72,0.0,1,16.32,UN/Turtle Bay South,Lenox Hill East
1627,01/01/2025 0:53,01/01/2025 1:13,0,2.4,1,17.0,3.5,0.5,4.4,0.0,1,26.4,Lower East Side,Flatiron
1628,01/01/2025 0:08,01/01/2025 0:36,2,10.47,1,43.6,1.0,0.5,9.72,0.0,1,58.32,Upper West Side South,Carroll Gardens
1629,01/01/2025 0:19,01/01/2025 1:03,1,4.33,1,37.3,1.0,0.5,8.46,0.0,1,50.76,Lincoln Square East,Little Italy/NoLiTa
1630,01/01/2025 0:25,01/01/2025 0:53,2,3.4,2,24.7,3.5,0.5,0.0,0.0,1,29.7,Midtown Center,TriBeCa/Civic Center
1631,01/01/2025 0:56,01/01/2025 1:00,2,0.4,1,5.8,3.5,0.5,3.2,0.0,1,14.0,TriBeCa/Civic Center,
1632,01/01/2025 0:18,01/01/2025 0:46,1,3.72,1,26.1,1.0,0.5,6.22,0.0,1,37.32,Little Italy/NoLiTa,Clinton West
1633,01/01/2025 0:19,01/01/2025 0:32,2,1.5,1,12.1,3.5,0.5,5.15,0.0,1,22.25,Lincoln Square East,Upper East Side South
1634,01/01/2025 0:38,01/01/2025 1:01,1,6.1,2,27.5,3.5,0.5,0.0,0.0,1,32.5,Lenox Hill West,Washington Heights South
1635,01/01/2025 0:34,01/01/2025 1:07,1,5.05,1,32.4,1.0,0.5,7.48,0.0,1,44.88,Meatpacking/West Village West,Bushwick South
1636,01/01/2025 0:49,01/01/2025 1:01,1,2.24,1,14.2,1.0,0.5,3.84,0.0,1,23.04,Midtown North,Yorkville West
1637,01/01/2025 0:01,01/01/2025 0:17,1,2.86,1,12.8,1.0,0.5,3.56,0.0,1,21.36,Penn Station/Madison Sq West,Midtown Center
1638,01/01/2025 0:40,01/01/2025 0:49,1,1.76,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Midtown East,Murray Hill
1639,01/01/2025 0:24,01/01/2025 0:43,1,2.7,2,14.9,3.5,0.5,0.0,0.0,1,19.9,Lincoln Square East,Central Harlem
1640,01/01/2025 0:53,01/01/2025 1:06,1,1.4,1,12.1,3.5,0.5,3.4,0.0,1,20.5,Upper West Side North,Yorkville West
1641,01/01/2025 0:57,01/01/2025 1:04,1,1.3,1,8.6,3.5,0.5,2.7,0.0,1,16.3,Central Park,Upper West Side North
1642,01/01/2025 0:29,01/01/2025 0:45,2,1.88,1,14.9,1.0,0.5,1.88,0.0,1,21.78,Midtown South,East Village
1643,01/01/2025 0:49,01/01/2025 0:58,4,1.16,1,10.0,1.0,0.5,3.75,0.0,1,18.75,East Village,Union Sq
1644,01/01/2025 0:09,01/01/2025 0:19,1,0.7,1,9.3,1.0,0.5,4.29,0.0,1,18.59,Midtown South,East Chelsea
1645,01/01/2025 0:30,01/01/2025 0:44,3,2.33,1,14.2,1.0,0.5,2.0,0.0,1,21.2,Union Sq,Financial District North
1646,01/01/2025 0:45,01/01/2025 0:57,4,2.08,1,13.5,1.0,0.5,3.7,0.0,1,22.2,Financial District North,Greenwich Village South
1647,01/01/2025 0:58,01/01/2025 1:28,1,4.31,1,27.5,1.0,0.5,2.0,0.0,1,34.5,Greenwich Village South,Lenox Hill East
1648,01/01/2025 0:42,01/01/2025 0:45,1,0.56,1,5.8,1.0,0.5,1.0,0.0,1,11.8,Union Sq,Greenwich Village North
1649,01/01/2025 0:48,01/01/2025 1:04,1,1.75,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Greenwich Village North,Midtown Center
1650,01/01/2025 0:19,01/01/2025 0:25,1,0.92,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Upper West Side North,Lincoln Square West
1651,01/01/2025 0:26,01/01/2025 0:48,2,3.84,1,21.9,1.0,0.5,5.38,0.0,1,32.28,Lincoln Square West,Greenwich Village North
1652,01/01/2025 0:49,01/01/2025 1:01,2,1.4,1,12.1,1.0,0.5,2.0,0.0,1,19.1,Greenwich Village North,Kips Bay
1653,01/01/2025 0:13,01/01/2025 0:42,1,4.82,1,27.5,1.0,0.5,5.0,0.0,1,37.5,West Village,Yorkville West
1654,01/01/2025 0:52,01/01/2025 1:06,2,1.36,1,13.5,1.0,0.5,3.7,0.0,1,22.2,Midtown East,Union Sq
1655,01/01/2025 0:57,01/01/2025 1:07,2,1.5,1,10.7,3.5,0.5,3.1,0.0,1,18.8,Kips Bay,Sutton Place/Turtle Bay North
1656,01/01/2025 0:17,01/01/2025 0:31,1,2.7,1,16.3,3.5,0.5,2.0,0.0,1,23.3,Lenox Hill East,Upper West Side North
1657,01/01/2025 0:33,01/01/2025 0:38,2,1.1,1,7.9,3.5,0.5,2.58,0.0,1,15.48,Upper West Side North,Upper East Side North
1658,01/01/2025 0:41,01/01/2025 0:46,2,0.9,1,7.2,3.5,0.5,2.4,0.0,1,14.6,Upper East Side North,Yorkville West
1659,01/01/2025 0:47,01/01/2025 0:53,1,1.5,1,9.3,3.5,0.5,2.0,0.0,1,16.3,Yorkville West,Sutton Place/Turtle Bay North
1660,01/01/2025 0:09,01/01/2025 0:30,1,4.82,4,-25.4,-1.0,-0.5,0.0,0.0,-1,-30.4,Midtown North,TriBeCa/Civic Center
1661,01/01/2025 0:09,01/01/2025 0:30,1,4.82,4,25.4,1.0,0.5,0.0,0.0,1,30.4,Midtown North,TriBeCa/Civic Center
1662,01/01/2025 0:38,01/01/2025 0:46,1,1.54,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Greenwich Village South,East Chelsea
1663,01/01/2025 0:51,01/01/2025 1:22,1,1.15,1,24.7,1.0,0.5,7.42,0.0,1,37.12,Murray Hill,Midtown North
1664,01/01/2025 0:06,01/01/2025 0:23,3,8.9,1,35.9,7.75,0.5,10.4,6.94,1,62.49,East Elmhurst,Manhattan Valley
1665,01/01/2025 0:27,01/01/2025 0:30,2,1.4,2,7.9,3.5,0.5,0.0,0.0,1,12.9,Upper West Side North,Lincoln Square East
1666,01/01/2025 0:56,01/01/2025 1:05,3,1.1,1,9.3,3.5,0.5,2.85,0.0,1,17.15,Meatpacking/West Village West,Greenwich Village South
1667,01/01/2025 0:07,01/01/2025 0:13,1,0.82,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Upper East Side South,Central Park
1668,01/01/2025 0:24,01/01/2025 0:34,1,1.89,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Upper East Side South,Lincoln Square West
1669,01/01/2025 0:37,01/01/2025 0:48,1,1.64,1,12.1,1.0,0.5,4.28,0.0,1,21.38,Lincoln Square East,Upper East Side South
1670,01/01/2025 0:54,01/01/2025 0:58,1,1.06,1,7.2,1.0,0.5,15.0,0.0,1,27.2,Upper East Side North,Yorkville West
1671,01/01/2025 0:22,01/01/2025 0:32,2,1.45,1,10.7,1.0,0.5,3.14,0.0,1,18.84,East Chelsea,Gramercy
1672,01/01/2025 0:15,01/01/2025 0:19,2,0.46,1,5.1,1.0,0.5,1.0,0.0,1,11.1,Gramercy,Gramercy
1673,01/01/2025 0:30,01/01/2025 0:32,1,0.31,1,4.4,1.0,0.5,2.0,0.0,1,11.4,Murray Hill,Murray Hill
1674,01/01/2025 0:58,01/01/2025 1:12,4,2.43,1,14.9,1.0,0.5,1.0,0.0,1,20.9,Union Sq,Seaport
1675,01/01/2025 0:02,01/01/2025 0:10,4,1.2,1,10.0,3.5,0.5,0.0,0.0,1,15.0,East Village,Murray Hill
1676,01/01/2025 0:22,01/01/2025 0:43,2,3.0,1,20.5,3.5,0.5,5.0,0.0,1,30.5,Upper East Side South,West Chelsea/Hudson Yards
1677,01/01/2025 0:54,01/01/2025 1:09,1,4.0,2,19.8,3.5,0.5,0.0,0.0,1,24.8,Clinton East,Central Harlem
1678,01/01/2025 0:21,01/01/2025 0:37,1,7.31,2,31.0,6.0,0.5,0.0,13.88,1,54.13,LaGuardia Airport,West Concourse
1679,01/01/2025 0:50,01/01/2025 0:55,1,1.28,1,7.2,1.0,0.5,0.0,0.0,1,9.7,East Harlem North,Yorkville West
1680,01/01/2025 0:57,01/01/2025 1:03,1,0.83,1,7.2,1.0,0.5,2.0,0.0,1,14.2,Yorkville West,Upper East Side South
1681,01/01/2025 0:12,01/01/2025 0:41,3,4.14,1,27.5,1.0,0.5,6.5,0.0,1,39.0,West Chelsea/Hudson Yards,Lenox Hill West
1682,01/01/2025 0:43,01/01/2025 0:58,2,4.07,1,19.8,1.0,0.5,5.0,0.0,1,29.8,Upper East Side South,Astoria
1683,01/01/2025 0:20,01/01/2025 0:32,1,2.44,2,14.2,1.0,0.5,0.0,0.0,1,19.2,Seaport,Penn Station/Madison Sq West
1684,01/01/2025 0:44,01/01/2025 1:23,1,4.85,1,35.2,1.0,0.5,8.04,0.0,1,48.24,West Village,Upper West Side South
1685,01/01/2025 0:34,01/01/2025 0:40,1,1.15,1,7.9,1.0,0.5,1.1,0.0,1,14.0,Upper East Side North,Yorkville East
1686,01/01/2025 0:13,01/01/2025 0:24,1,2.7,1,13.5,3.5,0.5,3.7,0.0,1,22.2,Murray Hill,Yorkville West
1687,01/01/2025 0:29,01/01/2025 0:34,1,1.2,1,7.2,3.5,0.5,2.44,0.0,1,14.64,Yorkville West,Lenox Hill West
1688,01/01/2025 0:40,01/01/2025 0:43,1,1.2,1,7.2,3.5,0.5,1.0,0.0,1,13.2,Yorkville West,Sutton Place/Turtle Bay North
1689,01/01/2025 0:47,01/01/2025 0:54,1,1.2,1,7.9,3.5,0.5,3.85,0.0,1,16.75,Sutton Place/Turtle Bay North,Yorkville East
1690,01/01/2025 0:33,01/01/2025 0:54,1,8.25,1,34.5,1.0,0.5,7.9,0.0,1,47.4,Lincoln Square East,Washington Heights North
1691,01/01/2025 0:25,01/01/2025 0:55,1,3.65,1,26.1,1.0,0.5,6.22,0.0,1,37.32,Midtown South,Lincoln Square East
1692,01/01/2025 0:59,01/01/2025 1:35,1,9.57,1,45.7,1.0,0.5,11.53,6.94,1,69.17,Lincoln Square East,Ridgewood
1693,01/01/2025 0:09,01/01/2025 0:26,1,3.0,1,16.3,3.5,0.5,5.35,0.0,1,26.65,Lenox Hill West,Clinton West
1694,01/01/2025 0:43,01/01/2025 0:46,1,0.6,1,5.1,3.5,0.5,3.05,0.0,1,13.15,Upper West Side South,Upper West Side North
1695,01/01/2025 0:51,01/01/2025 0:54,1,0.5,2,5.1,3.5,0.5,0.0,0.0,1,10.1,Upper West Side North,Upper West Side North
1696,01/01/2025 0:12,01/01/2025 0:18,6,0.8,3,-7.2,-1.0,-0.5,0.0,0.0,-1,-12.2,Battery Park City,Financial District South
